"name","notch","supername","package","side"
"LeafTile","com/mojang/minecraft/level/a/c","","com/mojang/minecraft/level/tile","1"
"Material","com/mojang/minecraft/level/c/a","","com/mojang/minecraft/level/material","1"
"NetClientHandler","com/mojang/minecraft/a/b","","com/mojang/minecraft/net","1"
"DirtTile","com/mojang/minecraft/level/a/d","","com/mojang/minecraft/level/tile","1"
"Interface","com/mojang/minecraft/b/a","","com/mojang/minecraft/gui","1"
"Packet","com/mojang/minecraft/a/a","","com/mojang/minecraft/net","1"
"FallingTile","com/mojang/minecraft/level/a/e","","com/mojang/minecraft/level/tile","1"
"LevelIO","com/mojang/minecraft/level/a","","com/mojang/minecraft/level","1"
"MonitorBlocksThread","com/mojang/minecraft/server/a","","com/mojang/minecraft/server","1"
"CalmLiquidTile","com/mojang/minecraft/level/a/f","","com/mojang/minecraft/level/tile","1"
"PlayerList","com/mojang/minecraft/server/b","","com/mojang/minecraft/server","1"
"LogTile","com/mojang/minecraft/level/a/g","","com/mojang/minecraft/level/tile","1"
"LiquidTile","com/mojang/minecraft/level/a/h","","com/mojang/minecraft/level/tile","1"
"GrassTile","com/mojang/minecraft/level/a/i","","com/mojang/minecraft/level/tile","1"
"Entity","com/mojang/minecraft/Entity","","com/mojang/minecraft","1"
"HeartbeatThread","com/mojang/minecraft/server/e","","com/mojang/minecraft/server","1"
"LogFormatter","com/mojang/minecraft/server/f","","com/mojang/minecraft/server","1"
"SendTimer","com/mojang/minecraft/server/c","","com/mojang/minecraft/server","1"
"PlayerInstance","com/mojang/minecraft/server/d","","com/mojang/minecraft/server","1"
"Bush","com/mojang/minecraft/level/a/a","","com/mojang/minecraft/level/tile","1"
