"searge","name","notch","sig","notchsig","classname","classnotch","package","side"
"countEntitiesTotal","countEntitiesTotal","J","I","I","RenderGlobal","n","net/minecraft/src","0"
"maxBlockY","maxBlockY","F","I","I","RenderGlobal","n","net/minecraft/src","0"
"occlusionEnabled","occlusionEnabled","w","Z","Z","RenderGlobal","n","net/minecraft/src","0"
"worldObj","worldObj","k","LWorld;","Lfd;","RenderGlobal","n","net/minecraft/src","0"
"minBlockX","minBlockX","B","I","I","RenderGlobal","n","net/minecraft/src","0"
"allRenderLists","allRenderLists","T","[LRenderList;","[Ltg;","RenderGlobal","n","net/minecraft/src","0"
"cloudOffsetX","cloudOffsetX","x","I","I","RenderGlobal","n","net/minecraft/src","0"
"renderChunksWide","renderChunksWide","p","I","I","RenderGlobal","n","net/minecraft/src","0"
"renderersBeingOccluded","renderersBeingOccluded","O","I","I","RenderGlobal","n","net/minecraft/src","0"
"glOcclusionQueryBase","glOcclusionQueryBase","v","Ljava/nio/IntBuffer;","Ljava/nio/IntBuffer;","RenderGlobal","n","net/minecraft/src","0"
"countEntitiesRendered","countEntitiesRendered","K","I","I","RenderGlobal","n","net/minecraft/src","0"
"mc","mc","t","Lnet/minecraft/client/Minecraft;","Lnet/minecraft/client/Minecraft;","RenderGlobal","n","net/minecraft/src","0"
"prevSortZ","prevSortZ","h","D","D","RenderGlobal","n","net/minecraft/src","0"
"maxBlockZ","maxBlockZ","G","I","I","RenderGlobal","n","net/minecraft/src","0"
"dummyInt0","dummyInt0","d","I","I","RenderGlobal","n","net/minecraft/src","0"
"minBlockY","minBlockY","C","I","I","RenderGlobal","n","net/minecraft/src","0"
"tileEntities","tileEntities","a","Ljava/util/List;","Ljava/util/List;","RenderGlobal","n","net/minecraft/src","0"
"worldRenderersToUpdate","worldRenderersToUpdate","m","Ljava/util/List;","Ljava/util/List;","RenderGlobal","n","net/minecraft/src","0"
"starGLCallList","starGLCallList","y","I","I","RenderGlobal","n","net/minecraft/src","0"
"renderersBeingRendered","renderersBeingRendered","P","I","I","RenderGlobal","n","net/minecraft/src","0"
"renderChunksTall","renderChunksTall","q","I","I","RenderGlobal","n","net/minecraft/src","0"
"damagePartialTime","damagePartialTime","i","F","F","RenderGlobal","n","net/minecraft/src","0"
"countEntitiesHidden","countEntitiesHidden","L","I","I","RenderGlobal","n","net/minecraft/src","0"
"worldRenderers","worldRenderers","o","[LWorldRenderer;","[Ldk;","RenderGlobal","n","net/minecraft/src","0"
"renderDistance","renderDistance","H","I","I","RenderGlobal","n","net/minecraft/src","0"
"minBlockZ","minBlockZ","D","I","I","RenderGlobal","n","net/minecraft/src","0"
"glDummyList","glDummyList","e","I","I","RenderGlobal","n","net/minecraft/src","0"
"renderEngine","renderEngine","l","LRenderEngine;","Lji;","RenderGlobal","n","net/minecraft/src","0"
"glSkyList","glSkyList","z","I","I","RenderGlobal","n","net/minecraft/src","0"
"renderChunksDeep","renderChunksDeep","r","I","I","RenderGlobal","n","net/minecraft/src","0"
"renderersSkippingRenderPass","renderersSkippingRenderPass","Q","I","I","RenderGlobal","n","net/minecraft/src","0"
"prevSortX","prevSortX","f","D","D","RenderGlobal","n","net/minecraft/src","0"
"sortedWorldRenderers","sortedWorldRenderers","n","[LWorldRenderer;","[Ldk;","RenderGlobal","n","net/minecraft/src","0"
"renderersLoaded","renderersLoaded","M","I","I","RenderGlobal","n","net/minecraft/src","0"
"occlusionResult","occlusionResult","c","Ljava/nio/IntBuffer;","Ljava/nio/IntBuffer;","RenderGlobal","n","net/minecraft/src","0"
"frustrumCheckOffset","frustrumCheckOffset","j","I","I","RenderGlobal","n","net/minecraft/src","0"
"renderEntitiesStartupCounter","renderEntitiesStartupCounter","I","I","I","RenderGlobal","n","net/minecraft/src","0"
"globalRenderBlocks","globalRenderBlocks","u","LRenderBlocks;","Lcv;","RenderGlobal","n","net/minecraft/src","0"
"maxBlockX","maxBlockX","E","I","I","RenderGlobal","n","net/minecraft/src","0"
"glSkyList2","glSkyList2","A","I","I","RenderGlobal","n","net/minecraft/src","0"
"dummyBuf50k","dummyBuf50k","b","[I","[I","RenderGlobal","n","net/minecraft/src","0"
"wolfLeg2","wolfLeg2","d","LModelRenderer;","Lps;","ModelWolf","o","net/minecraft/src","0"
"wolfLeg1","wolfLeg1","c","LModelRenderer;","Lps;","ModelWolf","o","net/minecraft/src","0"
"wolfLeg4","wolfLeg4","f","LModelRenderer;","Lps;","ModelWolf","o","net/minecraft/src","0"
"wolfLeg3","wolfLeg3","e","LModelRenderer;","Lps;","ModelWolf","o","net/minecraft/src","0"
"wolfLeftEar","wolfLeftEar","h","LModelRenderer;","Lps;","ModelWolf","o","net/minecraft/src","0"
"wolfRightEar","wolfRightEar","g","LModelRenderer;","Lps;","ModelWolf","o","net/minecraft/src","0"
"wolfTail","wolfTail","j","LModelRenderer;","Lps;","ModelWolf","o","net/minecraft/src","0"
"wolfSnout","wolfSnout","i","LModelRenderer;","Lps;","ModelWolf","o","net/minecraft/src","0"
"wolfMane","wolfMane","k","LModelRenderer;","Lps;","ModelWolf","o","net/minecraft/src","0"
"wolfBody","wolfBody","b","LModelRenderer;","Lps;","ModelWolf","o","net/minecraft/src","0"
"wolfHeadMain","wolfHeadMain","a","LModelRenderer;","Lps;","ModelWolf","o","net/minecraft/src","0"
"floatValue","floatValue","a","F","F","NBTTagFloat","p","net/minecraft/src","0"
"mainFrame","mainFrame","a","Lnet/minecraft/client/MinecraftApplet;","Lnet/minecraft/client/MinecraftApplet;","MinecraftAppletImpl","q","net/minecraft/src","0"
"field_1678_a","field_1678_a","a","Ljava/lang/String;","Ljava/lang/String;","StepSound","ct","net/minecraft/src","0"
"field_1677_b","field_1677_b","b","F","F","StepSound","ct","net/minecraft/src","0"
"field_1679_c","field_1679_c","c","F","F","StepSound","ct","net/minecraft/src","0"
"field_22388_a","field_22388_a","a","F","F","MouseFilter","cu","net/minecraft/src","0"
"field_22387_b","field_22387_b","b","F","F","MouseFilter","cu","net/minecraft/src","0"
"field_22389_c","field_22389_c","c","F","F","MouseFilter","cu","net/minecraft/src","0"
"mcApplet","mcApplet","a","Lnet/minecraft/client/MinecraftApplet;","Lnet/minecraft/client/MinecraftApplet;","CanvasMinecraftApplet","r","net/minecraft/src","0"
"itemDamage","itemDamage","d","I","I","Packet5PlayerInventory","s","net/minecraft/src","0"
"entityID","entityID","a","I","I","Packet5PlayerInventory","s","net/minecraft/src","0"
"itemID","itemID","c","I","I","Packet5PlayerInventory","s","net/minecraft/src","0"
"slot","slot","b","I","I","Packet5PlayerInventory","s","net/minecraft/src","0"
"field_22362_A","field_22362_A","I","F","F","RenderBlocks","cv","net/minecraft/src","0"
"fancyGrass","fancyGrass","a","Z","Z","RenderBlocks","cv","net/minecraft/src","0"
"colorBlueTopRight","colorBlueTopRight","aa","F","F","RenderBlocks","cv","net/minecraft/src","0"
"colorRedBottomLeft","colorRedBottomLeft","Q","F","F","RenderBlocks","cv","net/minecraft/src","0"
"aoLightValueXPos","aoLightValueXPos","r","F","F","RenderBlocks","cv","net/minecraft/src","0"
"colorBlueBottomRight","colorBlueBottomRight","Z","F","F","RenderBlocks","cv","net/minecraft/src","0"
"field_22333_Z","field_22333_Z","ah","Z","Z","RenderBlocks","cv","net/minecraft/src","0"
"field_22371_s","field_22371_s","A","F","F","RenderBlocks","cv","net/minecraft/src","0"
"field_31084_j","field_31084_j","j","I","I","RenderBlocks","cv","net/minecraft/src","0"
"colorRedTopLeft","colorRedTopLeft","P","F","F","RenderBlocks","cv","net/minecraft/src","0"
"aoLightValueZNeg","aoLightValueZNeg","q","F","F","RenderBlocks","cv","net/minecraft/src","0"
"colorBlueTopLeft","colorBlueTopLeft","X","F","F","RenderBlocks","cv","net/minecraft/src","0"
"colorBlueBottomLeft","colorBlueBottomLeft","Y","F","F","RenderBlocks","cv","net/minecraft/src","0"
"field_22372_r","field_22372_r","z","F","F","RenderBlocks","cv","net/minecraft/src","0"
"field_22334_Y","field_22334_Y","ag","Z","Z","RenderBlocks","cv","net/minecraft/src","0"
"field_31085_i","field_31085_i","i","I","I","RenderBlocks","cv","net/minecraft/src","0"
"field_22364_z","field_22364_z","H","F","F","RenderBlocks","cv","net/minecraft/src","0"
"field_31082_l","field_31082_l","l","I","I","RenderBlocks","cv","net/minecraft/src","0"
"field_22358_C","field_22358_C","K","F","F","RenderBlocks","cv","net/minecraft/src","0"
